Zone_ID,Image_Source_ID,Image_Type,NDVI,NDRE,RGB_Damage_Score,UAV_Timestamp,N,P,K,Moisture,pH,Temperature,Humidity,NDI_Label,PDI_Label,Semantic_Tag,Action_Suggested,Energy_Consumed_mAh,Latency_ms,Current_Node,Migrated_To,Migration_Required,Migration_Timestamp
Z8,IMG_Z8_202505202310.jpg,Multispectral,0.3,0.5,,5/20/2025 23:10,35,41,74,12.21,7.02,20.02,84.02,Medium,Low,"P-deficiency, P-deficiency",Irrigate,5.86,95.79,Edge-Node-A,Edge-Node-A,No,
Z4,IMG_Z4_202507100625.jpg,Multispectral,0.47,0.51,,07/10/2025 6:25,44,11,55,37.22,6.18,30.89,69.09,Low,Medium,"Healthy, Healthy",Apply Fertilizer,4.68,65.9,Edge-Node-A,Edge-Node-A,No,
Z9,IMG_Z9_202505211450.jpg,RGB,,,0.74,5/21/2025 14:50,27,5,27,14.36,6.57,20.73,25.16,High,Medium,"Pest-risk, Pest-risk",Irrigate,6.84,17.96,Edge-Node-A,Edge-Node-A,No,
Z7,IMG_Z7_202508061030.jpg,Multispectral,0.89,0.21,,08/06/2025 10:30,72,6,25,22.47,5.68,21.2,28.0,Medium,Medium,"N-deficiency, K-deficiency",Apply Fertilizer,6.72,20.13,Edge-Node-A,Edge-Node-A,No,
Z5,IMG_Z5_202504111040.jpg,Multispectral,0.32,0.26,,04/11/2025 10:40,61,9,76,31.85,5.82,32.44,60.74,Medium,Medium,"P-deficiency, Pest-risk",Monitor,9.49,74.04,Edge-Node-A,Edge-Node-A,No,
Z2,IMG_Z2_202504142025.jpg,RGB,,,0.12,4/14/2025 20:25,58,6,34,25.01,6.46,39.26,46.49,High,Low,"K-deficiency, N-deficiency",Apply Pesticide,9.76,29.93,Cloud-Node-2,Cloud-Node-2,No,
Z9,IMG_Z9_202507141515.jpg,Multispectral,0.73,0.37,,7/14/2025 15:15,68,21,58,33.61,7.66,26.15,92.05,Medium,Medium,"K-deficiency, N-deficiency",Irrigate,5.54,42.38,Edge-Node-A,Edge-Node-A,No,
Z1,IMG_Z1_202507292125.jpg,Multispectral,0.26,0.12,,7/29/2025 21:25,39,6,41,29.71,7.43,25.69,94.14,Medium,Medium,"P-deficiency, K-deficiency",Irrigate,9.7,24.87,Cloud-Node-1,Cloud-Node-1,No,
Z5,IMG_Z5_202507011335.jpg,RGB,,,0.79,07/01/2025 13:35,47,8,48,25.41,5.38,19.9,52.0,High,Medium,"Healthy, N-deficiency",Monitor,4.0,41.65,Edge-Node-B,Edge-Node-B,No,
Z10,IMG_Z10_202507072040.jpg,RGB,,,0.43,07/07/2025 20:40,43,9,79,13.09,7.82,28.51,78.38,Medium,Low,"P-deficiency, K-deficiency",Apply Fertilizer,7.52,59.52,Cloud-Node-2,Cloud-Node-2,No,
Z9,IMG_Z9_202510080150.jpg,RGB,,,0.91,10/08/2025 1:50,58,29,85,21.89,7.36,19.17,60.11,Low,Low,"K-deficiency, N-deficiency",Apply Fertilizer,7.82,48.72,Cloud-Node-2,Cloud-Node-2,No,
Z2,IMG_Z2_202509112015.jpg,Multispectral,0.74,0.26,,09/11/2025 20:15,28,8,50,13.83,6.95,32.53,41.29,High,Medium,"Pest-risk, Pest-risk",Monitor,6.68,51.34,Cloud-Node-1,Cloud-Node-1,No,
Z7,IMG_Z7_202507250205.jpg,RGB,,,0.1,7/25/2025 2:05,28,14,88,10.81,6.09,22.68,44.01,High,Low,"P-deficiency, Pest-risk",Apply Fertilizer,2.46,93.06,Edge-Node-B,Edge-Node-B,No,
Z9,IMG_Z9_202508070240.jpg,Multispectral,0.8,0.54,,08/07/2025 2:40,74,24,51,12.93,7.41,35.78,63.59,Medium,Low,"Healthy, P-deficiency",Monitor,8.78,29.8,Cloud-Node-2,Cloud-Node-2,No,
Z8,IMG_Z8_202509290755.jpg,RGB,,,0.78,9/29/2025 7:55,20,39,69,16.33,6.84,21.29,25.87,Medium,Medium,"Pest-risk, P-deficiency",Apply Pesticide,5.5,55.29,Cloud-Node-1,Cloud-Node-1,No,
Z9,IMG_Z9_202510040825.jpg,Multispectral,0.89,0.23,,10/04/2025 8:25,32,6,79,23.24,5.71,41.84,50.48,Low,High,"P-deficiency, P-deficiency",Apply Fertilizer,5.34,37.26,Edge-Node-B,Edge-Node-B,No,
Z8,IMG_Z8_202505050945.jpg,RGB,,,0.69,05/05/2025 9:45,30,31,76,25.71,6.69,21.77,84.35,Medium,Low,"Pest-risk, Pest-risk",Apply Fertilizer,1.53,39.57,Edge-Node-B,Edge-Node-B,No,
Z1,IMG_Z1_202509230435.jpg,RGB,,,0.63,9/23/2025 4:35,31,13,51,29.16,6.56,22.81,55.31,Low,Medium,"N-deficiency, Healthy",Apply Fertilizer,4.03,96.09,Edge-Node-B,Edge-Node-B,No,
Z4,IMG_Z4_202505042250.jpg,RGB,,,1.0,05/04/2025 22:50,17,22,29,36.0,7.0,38.53,67.11,Low,High,"Healthy, P-deficiency",Apply Fertilizer,5.61,55.0,Cloud-Node-1,Cloud-Node-1,No,
Z6,IMG_Z6_202508010125.jpg,RGB,,,0.26,08/01/2025 1:25,57,18,91,25.49,6.76,40.27,57.45,Medium,High,"N-deficiency, N-deficiency",Apply Pesticide,8.98,40.86,Cloud-Node-1,Cloud-Node-1,No,
Z1,IMG_Z1_202507162200.jpg,RGB,,,0.66,7/16/2025 22:00,62,11,93,28.06,5.89,34.76,74.67,Medium,Low,"Healthy, Healthy",Apply Pesticide,8.16,97.26,Edge-Node-A,Cloud-Node-1,Yes,7/16/2025 22:01
Z8,IMG_Z8_202506301455.jpg,RGB,,,0.52,6/30/2025 14:55,64,26,79,27.45,5.32,31.31,71.07,Medium,High,"K-deficiency, Pest-risk",Apply Fertilizer,9.37,65.34,Edge-Node-A,Edge-Node-A,No,
Z9,IMG_Z9_202505202220.jpg,Multispectral,0.27,0.5,,5/20/2025 22:20,43,5,33,21.53,6.17,39.03,73.37,Low,Low,"N-deficiency, N-deficiency",Monitor,2.72,66.58,Cloud-Node-1,Cloud-Node-1,No,
Z2,IMG_Z2_202510012345.jpg,Multispectral,0.41,0.42,,10/01/2025 23:45,46,7,29,36.15,5.72,38.61,33.65,Low,Low,"K-deficiency, N-deficiency",Apply Pesticide,6.3,23.53,Cloud-Node-2,Cloud-Node-2,No,
Z7,IMG_Z7_202507300745.jpg,Multispectral,0.84,0.47,,7/30/2025 7:45,55,13,77,33.93,6.24,34.27,61.28,Medium,Low,"P-deficiency, Pest-risk",Monitor,4.58,72.96,Cloud-Node-1,Edge-Node-B,Yes,7/30/2025 7:46
Z9,IMG_Z9_202506090640.jpg,Multispectral,0.47,0.11,,06/09/2025 6:40,64,33,44,14.39,5.36,19.3,60.27,High,Low,"Healthy, P-deficiency",Irrigate,8.08,78.15,Edge-Node-A,Edge-Node-A,No,
Z8,IMG_Z8_202508240910.jpg,Multispectral,0.74,0.12,,8/24/2025 9:10,33,15,76,13.74,6.8,35.02,26.14,Low,Medium,"N-deficiency, P-deficiency",Monitor,4.83,61.2,Edge-Node-B,Edge-Node-B,No,
Z2,IMG_Z2_202504080950.jpg,Multispectral,0.58,0.36,,04/08/2025 9:50,50,21,78,30.66,5.78,29.21,76.66,High,High,"Pest-risk, Pest-risk",Monitor,2.09,81.7,Edge-Node-B,Cloud-Node-2,Yes,04/08/2025 9:51
Z8,IMG_Z8_202504231710.jpg,Multispectral,0.79,0.31,,4/23/2025 17:10,64,15,70,22.67,6.34,38.03,93.71,Medium,High,"Pest-risk, P-deficiency",Irrigate,5.33,34.72,Cloud-Node-2,Cloud-Node-2,No,
Z1,IMG_Z1_202505311600.jpg,Multispectral,0.57,0.58,,5/31/2025 16:00,70,6,36,27.79,6.3,26.32,75.11,Medium,High,"Pest-risk, Healthy",Irrigate,1.32,93.85,Cloud-Node-2,Cloud-Node-2,No,
Z3,IMG_Z3_202504231745.jpg,RGB,,,0.24,4/23/2025 17:45,48,20,90,8.08,7.95,22.45,89.04,Medium,Low,"P-deficiency, Pest-risk",Apply Fertilizer,2.63,18.63,Edge-Node-A,Edge-Node-A,No,
Z4,IMG_Z4_202508112300.jpg,RGB,,,0.32,08/11/2025 23:00,43,42,85,17.64,6.82,36.26,59.61,Low,Medium,"N-deficiency, Pest-risk",Irrigate,3.55,87.82,Cloud-Node-1,Cloud-Node-1,No,
Z8,IMG_Z8_202505100955.jpg,RGB,,,0.81,05/10/2025 9:55,40,26,58,13.56,7.58,39.4,76.95,Medium,Low,"N-deficiency, P-deficiency",Apply Pesticide,5.35,78.33,Edge-Node-B,Edge-Node-B,No,
Z2,IMG_Z2_202507131955.jpg,Multispectral,0.28,0.26,,7/13/2025 19:55,19,8,57,24.14,5.83,19.69,33.74,High,High,"N-deficiency, N-deficiency",Apply Pesticide,7.94,40.58,Edge-Node-A,Edge-Node-A,No,
Z8,IMG_Z8_202505300140.jpg,Multispectral,0.75,0.28,,5/30/2025 1:40,22,30,27,17.94,5.88,41.77,35.98,Low,Medium,"N-deficiency, N-deficiency",Apply Fertilizer,5.87,68.24,Cloud-Node-1,Edge-Node-A,Yes,5/30/2025 1:41
Z7,IMG_Z7_202507110850.jpg,RGB,,,0.43,07/11/2025 8:50,73,24,20,9.88,5.03,21.53,76.41,Medium,Medium,"K-deficiency, K-deficiency",Apply Pesticide,6.59,61.6,Edge-Node-A,Cloud-Node-1,Yes,07/11/2025 8:51
Z7,IMG_Z7_202508271010.jpg,Multispectral,0.76,0.25,,8/27/2025 10:10,24,8,56,29.7,7.44,32.99,68.93,Medium,Low,"N-deficiency, N-deficiency",Apply Pesticide,4.35,81.03,Edge-Node-B,Edge-Node-B,No,
Z1,IMG_Z1_202510252240.jpg,RGB,,,0.38,10/25/2025 22:40,25,22,69,17.09,7.78,33.79,28.69,Medium,Medium,"Pest-risk, N-deficiency",Apply Pesticide,1.67,56.4,Edge-Node-B,Edge-Node-B,No,
Z6,IMG_Z6_202508072030.jpg,RGB,,,0.22,08/07/2025 20:30,19,10,38,9.13,7.47,26.09,36.48,Medium,Low,"Pest-risk, N-deficiency",Monitor,3.05,66.39,Edge-Node-B,Edge-Node-B,No,
Z4,IMG_Z4_202504302055.jpg,RGB,,,0.65,4/30/2025 20:55,35,41,24,21.97,5.65,39.48,44.72,Medium,Low,"Pest-risk, Healthy",Monitor,5.59,16.66,Cloud-Node-1,Cloud-Node-1,No,
Z6,IMG_Z6_202508290005.jpg,Multispectral,0.85,0.37,,8/29/2025 0:05,53,24,38,31.43,6.26,18.1,91.97,Medium,Medium,"Pest-risk, K-deficiency",Monitor,9.36,20.77,Edge-Node-A,Edge-Node-A,No,
Z3,IMG_Z3_202506110750.jpg,Multispectral,0.44,0.27,,06/11/2025 7:50,61,18,69,20.27,6.07,40.25,53.26,High,Low,"N-deficiency, N-deficiency",Apply Fertilizer,8.22,36.72,Cloud-Node-1,Cloud-Node-1,No,
Z5,IMG_Z5_202506200635.jpg,RGB,,,0.92,6/20/2025 6:35,33,8,55,12.1,6.01,40.69,82.71,Low,High,"Pest-risk, P-deficiency",Irrigate,1.7,59.9,Edge-Node-A,Edge-Node-A,No,
Z2,IMG_Z2_202505021955.jpg,Multispectral,0.25,0.35,,05/02/2025 19:55,45,18,35,15.49,7.0,37.42,54.79,High,Low,"P-deficiency, Healthy",Irrigate,5.33,56.28,Edge-Node-A,Edge-Node-A,No,
Z5,IMG_Z5_202506080050.jpg,Multispectral,0.43,0.35,,06/08/2025 0:50,49,5,28,14.43,6.65,26.82,77.29,Low,Low,"Healthy, Pest-risk",Apply Fertilizer,7.97,45.43,Cloud-Node-2,Cloud-Node-2,No,
Z6,IMG_Z6_202510040705.jpg,RGB,,,0.06,10/04/2025 7:05,34,14,34,9.8,7.69,31.95,40.82,Medium,Medium,"N-deficiency, Pest-risk",Apply Pesticide,2.59,74.41,Cloud-Node-1,Cloud-Node-1,No,
Z10,IMG_Z10_202507211620.jpg,Multispectral,0.63,0.54,,7/21/2025 16:20,20,7,88,20.37,6.82,37.78,89.47,High,High,"Healthy, Pest-risk",Irrigate,3.03,65.83,Cloud-Node-2,Cloud-Node-2,No,
Z7,IMG_Z7_202505300420.jpg,RGB,,,0.3,5/30/2025 4:20,43,10,72,37.51,7.34,34.91,71.8,High,High,"N-deficiency, Pest-risk",Irrigate,7.01,61.11,Cloud-Node-1,Cloud-Node-1,No,
Z2,IMG_Z2_202508041705.jpg,RGB,,,0.84,08/04/2025 17:05,50,42,44,17.05,5.06,31.13,63.93,Medium,Medium,"Pest-risk, Healthy",Monitor,8.18,12.71,Edge-Node-B,Edge-Node-B,No,
Z9,IMG_Z9_202509280430.jpg,RGB,,,0.07,9/28/2025 4:30,71,7,37,20.52,5.8,32.32,44.84,Low,Low,"Pest-risk, Pest-risk",Irrigate,8.97,14.7,Cloud-Node-2,Cloud-Node-2,No,
Z5,IMG_Z5_202504200935.jpg,RGB,,,0.53,4/20/2025 9:35,46,42,41,28.81,7.31,41.9,40.41,High,Low,"P-deficiency, Healthy",Irrigate,7.65,23.43,Edge-Node-A,Edge-Node-A,No,
Z2,IMG_Z2_202505120345.jpg,Multispectral,0.35,0.2,,05/12/2025 3:45,40,6,61,31.75,6.94,32.48,35.9,High,Low,"N-deficiency, K-deficiency",Irrigate,3.03,19.81,Cloud-Node-1,Cloud-Node-1,No,
Z4,IMG_Z4_202504291930.jpg,RGB,,,0.12,4/29/2025 19:30,28,29,56,32.05,7.94,19.86,89.65,High,Medium,"Healthy, Pest-risk",Irrigate,6.76,74.62,Edge-Node-A,Edge-Node-A,No,
Z2,IMG_Z2_202505240950.jpg,RGB,,,0.71,5/24/2025 9:50,46,23,26,14.13,6.88,31.75,55.74,High,High,"K-deficiency, Pest-risk",Irrigate,1.4,90.88,Edge-Node-B,Edge-Node-A,Yes,5/24/2025 9:51
Z6,IMG_Z6_202506251620.jpg,RGB,,,0.0,6/25/2025 16:20,67,14,71,16.85,5.63,37.67,28.05,Medium,Low,"P-deficiency, Pest-risk",Irrigate,7.02,13.49,Cloud-Node-1,Cloud-Node-1,No,
Z1,IMG_Z1_202508010815.jpg,Multispectral,0.62,0.25,,08/01/2025 8:15,73,38,39,29.7,6.01,24.62,38.85,High,High,"Pest-risk, Pest-risk",Irrigate,7.08,20.98,Edge-Node-B,Edge-Node-B,No,
Z7,IMG_Z7_202510020830.jpg,RGB,,,0.7,10/02/2025 8:30,32,41,59,20.54,7.23,20.77,58.44,Medium,High,"Pest-risk, K-deficiency",Monitor,8.05,19.62,Cloud-Node-2,Cloud-Node-2,No,
Z4,IMG_Z4_202504200850.jpg,Multispectral,0.3,0.24,,4/20/2025 8:50,61,22,27,30.92,5.89,23.76,92.66,Medium,High,"P-deficiency, P-deficiency",Irrigate,9.04,27.64,Edge-Node-A,Edge-Node-A,No,
Z3,IMG_Z3_202507020430.jpg,RGB,,,0.8,07/02/2025 4:30,48,23,82,33.68,7.93,34.18,78.93,Medium,Medium,"K-deficiency, P-deficiency",Irrigate,5.56,90.22,Edge-Node-A,Edge-Node-A,No,
Z1,IMG_Z1_202509261050.jpg,RGB,,,0.98,9/26/2025 10:50,53,14,47,32.39,5.98,25.98,29.68,High,Low,"Healthy, K-deficiency",Irrigate,5.39,57.92,Cloud-Node-1,Edge-Node-A,Yes,9/26/2025 10:50
Z7,IMG_Z7_202504041100.jpg,RGB,,,0.67,04/04/2025 11:00,25,34,66,36.16,5.9,21.24,84.65,Medium,Low,"P-deficiency, P-deficiency",Monitor,6.15,87.04,Edge-Node-B,Edge-Node-B,No,
Z10,IMG_Z10_202508210630.jpg,RGB,,,0.12,8/21/2025 6:30,69,21,91,9.52,7.59,37.21,50.08,Medium,Medium,"Healthy, Pest-risk",Irrigate,1.07,94.86,Edge-Node-B,Edge-Node-B,No,
Z3,IMG_Z3_202505130350.jpg,Multispectral,0.58,0.4,,5/13/2025 3:50,41,43,45,18.28,6.78,37.82,66.13,Low,High,"Healthy, Healthy",Apply Pesticide,9.3,71.85,Cloud-Node-1,Cloud-Node-1,No,
Z7,IMG_Z7_202509231445.jpg,RGB,,,0.27,9/23/2025 14:45,72,33,39,34.81,6.94,26.08,50.94,Medium,Low,"K-deficiency, N-deficiency",Apply Fertilizer,3.74,33.7,Edge-Node-B,Edge-Node-B,No,
Z10,IMG_Z10_202505112130.jpg,Multispectral,0.34,0.11,,05/11/2025 21:30,41,17,43,11.15,6.38,35.4,65.88,High,Low,"P-deficiency, N-deficiency",Monitor,2.29,23.91,Edge-Node-B,Edge-Node-B,No,
Z2,IMG_Z2_202508230315.jpg,Multispectral,0.7,0.54,,8/23/2025 3:15,28,32,84,34.06,6.15,37.66,77.21,High,Medium,"P-deficiency, K-deficiency",Apply Pesticide,3.85,44.39,Edge-Node-B,Edge-Node-B,No,
Z6,IMG_Z6_202508032100.jpg,Multispectral,0.63,0.23,,08/03/2025 21:00,27,44,59,15.63,5.27,27.48,64.79,High,Low,"K-deficiency, N-deficiency",Apply Fertilizer,6.37,15.43,Edge-Node-A,Edge-Node-A,No,
Z3,IMG_Z3_202506162005.jpg,Multispectral,0.5,0.33,,6/16/2025 20:05,22,17,23,24.49,5.88,18.2,88.97,Medium,Low,"Healthy, K-deficiency",Monitor,8.4,60.86,Edge-Node-B,Edge-Node-B,No,
Z2,IMG_Z2_202507171420.jpg,RGB,,,0.63,7/17/2025 14:20,66,28,64,15.59,7.72,40.25,31.8,Medium,Low,"Healthy, N-deficiency",Apply Fertilizer,4.33,50.46,Cloud-Node-2,Cloud-Node-2,No,
Z1,IMG_Z1_202506061830.jpg,Multispectral,0.38,0.16,,06/06/2025 18:30,23,36,23,30.79,5.9,26.71,37.13,Low,Low,"P-deficiency, P-deficiency",Apply Fertilizer,6.83,41.09,Cloud-Node-2,Cloud-Node-2,No,
Z9,IMG_Z9_202508191140.jpg,RGB,,,0.23,8/19/2025 11:40,42,14,69,12.72,6.82,38.8,46.76,Medium,High,"P-deficiency, K-deficiency",Irrigate,1.08,54.87,Edge-Node-A,Edge-Node-A,No,
Z5,IMG_Z5_202504240035.jpg,RGB,,,0.29,4/24/2025 0:35,74,14,36,9.23,7.53,37.63,29.54,Medium,High,"K-deficiency, P-deficiency",Monitor,8.35,10.02,Cloud-Node-1,Cloud-Node-1,No,
Z10,IMG_Z10_202510201245.jpg,RGB,,,0.41,10/20/2025 12:45,26,6,65,29.1,5.71,25.85,70.0,Medium,High,"N-deficiency, K-deficiency",Irrigate,1.85,84.96,Cloud-Node-1,Cloud-Node-1,No,
Z3,IMG_Z3_202508241845.jpg,Multispectral,0.38,0.38,,8/24/2025 18:45,16,43,46,21.07,5.9,22.92,91.17,High,High,"Pest-risk, N-deficiency",Apply Pesticide,7.6,85.06,Cloud-Node-1,Cloud-Node-1,No,
Z6,IMG_Z6_202505151000.jpg,RGB,,,0.6,5/15/2025 10:00,67,27,88,15.28,7.41,22.87,38.84,Medium,Low,"P-deficiency, Healthy",Irrigate,6.58,65.66,Edge-Node-B,Edge-Node-A,Yes,5/15/2025 10:01
Z1,IMG_Z1_202508270510.jpg,RGB,,,0.77,8/27/2025 5:10,59,5,30,9.98,7.01,26.04,66.72,High,Low,"P-deficiency, Pest-risk",Apply Fertilizer,9.52,99.82,Edge-Node-B,Edge-Node-B,No,
Z6,IMG_Z6_202510121715.jpg,RGB,,,0.55,10/12/2025 17:15,71,8,87,33.04,6.01,31.25,51.15,Medium,Low,"K-deficiency, Pest-risk",Irrigate,4.9,47.75,Cloud-Node-2,Cloud-Node-2,No,
Z1,IMG_Z1_202508220555.jpg,RGB,,,0.88,8/22/2025 5:55,15,18,91,33.92,7.01,24.09,79.14,High,Medium,"N-deficiency, P-deficiency",Irrigate,3.02,39.46,Edge-Node-B,Edge-Node-B,No,
Z2,IMG_Z2_202505041615.jpg,Multispectral,0.67,0.26,,05/04/2025 16:15,38,37,76,35.38,5.14,23.56,75.28,Medium,Medium,"P-deficiency, Pest-risk",Irrigate,9.05,87.25,Edge-Node-A,Edge-Node-A,No,
Z6,IMG_Z6_202504210910.jpg,RGB,,,0.53,4/21/2025 9:10,15,35,53,12.66,5.66,39.22,84.83,High,Medium,"Pest-risk, Healthy",Apply Pesticide,6.18,60.8,Edge-Node-B,Edge-Node-B,No,
Z6,IMG_Z6_202507090945.jpg,RGB,,,0.56,07/09/2025 9:45,27,36,71,11.58,5.45,34.28,53.97,Medium,High,"K-deficiency, N-deficiency",Apply Fertilizer,4.36,68.36,Cloud-Node-1,Cloud-Node-1,No,
Z1,IMG_Z1_202506172150.jpg,Multispectral,0.62,0.51,,6/17/2025 21:50,16,36,59,27.15,5.76,20.06,92.09,Medium,Low,"Pest-risk, Pest-risk",Apply Fertilizer,8.12,25.7,Edge-Node-B,Edge-Node-B,No,
Z1,IMG_Z1_202508131050.jpg,RGB,,,0.47,8/13/2025 10:50,35,29,81,17.26,6.55,23.02,71.19,Low,High,"N-deficiency, K-deficiency",Irrigate,3.26,84.19,Cloud-Node-2,Cloud-Node-2,No,
Z1,IMG_Z1_202505050510.jpg,Multispectral,0.77,0.52,,05/05/2025 5:10,71,35,92,15.57,5.58,33.13,63.56,Medium,Low,"Healthy, Pest-risk",Irrigate,6.6,62.12,Cloud-Node-1,Cloud-Node-1,No,
Z3,IMG_Z3_202509011020.jpg,Multispectral,0.35,0.32,,09/01/2025 10:20,36,12,44,23.9,6.65,37.92,39.02,Medium,Low,"K-deficiency, K-deficiency",Irrigate,2.62,11.37,Edge-Node-B,Edge-Node-A,Yes,09/01/2025 10:20
Z4,IMG_Z4_202507062120.jpg,Multispectral,0.3,0.54,,07/06/2025 21:20,46,22,82,19.49,5.07,40.41,76.63,Medium,Low,"P-deficiency, N-deficiency",Monitor,4.76,62.61,Edge-Node-A,Edge-Node-A,No,
Z9,IMG_Z9_202509291600.jpg,RGB,,,0.45,9/29/2025 16:00,68,21,41,24.23,6.15,38.34,27.28,High,Low,"Healthy, Pest-risk",Apply Fertilizer,2.54,35.93,Edge-Node-A,Edge-Node-A,No,
Z5,IMG_Z5_202506301445.jpg,Multispectral,0.44,0.5,,6/30/2025 14:45,57,6,80,20.2,5.64,29.64,63.0,Low,Medium,"Healthy, Healthy",Apply Fertilizer,4.45,42.56,Cloud-Node-1,Cloud-Node-1,No,
Z5,IMG_Z5_202506041705.jpg,Multispectral,0.82,0.15,,06/04/2025 17:05,49,17,30,25.91,7.71,35.11,66.76,Medium,Low,"P-deficiency, N-deficiency",Apply Fertilizer,3.51,53.5,Edge-Node-A,Edge-Node-A,No,
Z4,IMG_Z4_202506080935.jpg,Multispectral,0.62,0.23,,06/08/2025 9:35,53,41,90,24.2,7.11,26.65,27.04,Low,High,"P-deficiency, Healthy",Irrigate,4.79,95.89,Cloud-Node-1,Cloud-Node-1,No,
Z3,IMG_Z3_202506020605.jpg,Multispectral,0.72,0.42,,06/02/2025 6:05,18,31,20,29.13,6.86,39.05,78.12,Low,High,"N-deficiency, K-deficiency",Apply Fertilizer,8.39,51.2,Cloud-Node-1,Cloud-Node-1,No,
Z2,IMG_Z2_202508140515.jpg,Multispectral,0.44,0.34,,8/14/2025 5:15,29,15,48,29.29,5.88,38.73,67.38,Medium,Medium,"N-deficiency, Healthy",Apply Fertilizer,2.88,60.96,Cloud-Node-1,Cloud-Node-1,No,
Z9,IMG_Z9_202508161100.jpg,Multispectral,0.75,0.1,,8/16/2025 11:00,57,22,72,12.73,6.03,31.25,84.32,Medium,Medium,"N-deficiency, K-deficiency",Monitor,5.46,14.2,Cloud-Node-2,Cloud-Node-2,No,
Z4,IMG_Z4_202507131645.jpg,RGB,,,0.71,7/13/2025 16:45,26,23,46,16.42,5.14,35.31,50.87,Medium,High,"Healthy, Pest-risk",Apply Pesticide,1.37,20.36,Edge-Node-B,Edge-Node-B,No,
Z4,IMG_Z4_202507062215.jpg,RGB,,,0.55,07/06/2025 22:15,37,25,94,23.31,6.03,20.69,28.15,High,High,"N-deficiency, P-deficiency",Monitor,9.53,21.22,Edge-Node-A,Edge-Node-A,No,
Z8,IMG_Z8_202505161005.jpg,Multispectral,0.67,0.29,,5/16/2025 10:05,41,17,73,37.82,5.81,37.17,81.51,Medium,High,"Healthy, Healthy",Apply Fertilizer,6.81,16.66,Cloud-Node-2,Cloud-Node-2,No,
Z6,IMG_Z6_202508241330.jpg,RGB,,,0.33,8/24/2025 13:30,40,12,75,16.22,7.61,32.41,53.99,Low,Low,"P-deficiency, Pest-risk",Apply Fertilizer,9.18,77.18,Edge-Node-B,Edge-Node-B,No,
Z10,IMG_Z10_202510020910.jpg,Multispectral,0.81,0.26,,10/02/2025 9:10,54,37,46,32.68,6.04,34.86,91.84,High,Low,"Healthy, Healthy",Apply Pesticide,8.83,51.57,Edge-Node-B,Edge-Node-B,No,
Z2,IMG_Z2_202510010845.jpg,RGB,,,0.97,10/01/2025 8:45,24,42,46,27.94,7.55,18.06,61.81,High,Medium,"K-deficiency, N-deficiency",Irrigate,9.36,73.87,Cloud-Node-1,Cloud-Node-1,No,
Z4,IMG_Z4_202507180525.jpg,RGB,,,0.07,7/18/2025 5:25,72,26,44,31.17,7.45,34.4,47.85,High,Low,"Pest-risk, K-deficiency",Irrigate,9.35,88.05,Cloud-Node-1,Cloud-Node-1,No,
Z1,IMG_Z1_202505261630.jpg,RGB,,,0.2,5/26/2025 16:30,21,28,92,11.12,7.32,41.13,25.64,High,High,"Healthy, Healthy",Apply Fertilizer,1.07,97.17,Cloud-Node-1,Cloud-Node-1,No,
Z1,IMG_Z1_202510122240.jpg,Multispectral,0.48,0.24,,10/12/2025 22:40,73,8,36,10.52,5.27,36.08,64.73,Medium,Medium,"N-deficiency, Healthy",Apply Pesticide,1.93,19.37,Cloud-Node-2,Cloud-Node-2,No,
Z5,IMG_Z5_202509181400.jpg,Multispectral,0.6,0.11,,9/18/2025 14:00,72,34,94,23.77,6.02,26.13,60.82,Low,Low,"Pest-risk, K-deficiency",Monitor,1.28,54.21,Edge-Node-B,Edge-Node-B,No,
Z6,IMG_Z6_202506291845.jpg,Multispectral,0.61,0.42,,6/29/2025 18:45,73,34,52,13.24,6.28,24.75,88.36,High,Medium,"N-deficiency, K-deficiency",Irrigate,6.87,11.55,Cloud-Node-1,Cloud-Node-1,No,
Z4,IMG_Z4_202508120620.jpg,Multispectral,0.75,0.4,,08/12/2025 6:20,20,23,36,36.87,6.04,18.68,73.79,Medium,Low,"Pest-risk, Healthy",Monitor,7.35,84.85,Edge-Node-B,Edge-Node-B,No,
Z6,IMG_Z6_202507251145.jpg,RGB,,,0.33,7/25/2025 11:45,59,29,54,19.45,5.5,33.32,85.78,High,Low,"Healthy, N-deficiency",Monitor,6.57,78.85,Cloud-Node-1,Cloud-Node-1,No,
Z9,IMG_Z9_202507011735.jpg,Multispectral,0.85,0.2,,07/01/2025 17:35,15,43,20,37.28,7.3,35.28,84.92,Medium,Low,"Healthy, N-deficiency",Monitor,5.38,69.2,Edge-Node-B,Edge-Node-B,No,
Z10,IMG_Z10_202509172045.jpg,Multispectral,0.69,0.53,,9/17/2025 20:45,42,14,47,24.28,5.68,26.31,66.6,Medium,Low,"Pest-risk, Healthy",Apply Fertilizer,3.85,18.15,Edge-Node-A,Edge-Node-A,No,
Z3,IMG_Z3_202506050330.jpg,RGB,,,0.43,06/05/2025 3:30,49,36,20,31.79,5.07,18.84,51.07,Medium,Low,"N-deficiency, K-deficiency",Apply Fertilizer,6.86,12.92,Cloud-Node-2,Cloud-Node-2,No,
Z1,IMG_Z1_202506261245.jpg,Multispectral,0.42,0.17,,6/26/2025 12:45,43,41,51,16.32,7.52,25.45,33.32,Medium,High,"Pest-risk, Pest-risk",Irrigate,8.4,12.22,Edge-Node-A,Edge-Node-A,No,
